Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
Erik Selin,3.9,Sweden,real estate,752,53.0,"Göteborg, Sweden",Sweden,Divorced,,,True,POINT (11.9670171 57.7072326)
Mark Shoen,3.9,United States,U-Haul,752,70.0,"Phoenix, Arizona",United States,Married,1.0,,False,POINT (-112.0741417 33.4484367)
Ben Silbermann,3.9,United States,Pinterest,752,38.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Arts/Science, Yale University",True,POINT (-122.419906 37.7790262)
Maximilian Viessmann,3.9,Germany,heating and cooling equipment,752,,,Germany,,,,False,POINT (10.4234469 51.0834196)
Wang Linpeng,3.9,China,furniture retailing,752,53.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
Wu Zhigang & family,3.9,China,bakery chain,752,86.0,"Shenyang, China",China,Married,3.0,,True,POINT (123.458674 41.6749893)
Yi Zheng,3.9,China,software,752,50.0,"Hangzhou, China",China,,,"Bachelor of Arts/Science, Zhejiang University",True,POINT (120.2052342 30.2489634)
Zhang Wenzhong,3.9,China,supermarkets,752,59.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
Euisun Chung,3.8,South Korea,Hyundai,775,50.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of San Francisco",False,POINT (126.9782914 37.5666791)
Daniel D'Aniello,3.8,United States,private equity,775,74.0,"Vienna, Virginia",United States,Married,2.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",True,POINT (-77.2651762 38.9013729)
Oleg Deripaska,3.8,Russia,"aluminum, utilities",775,53.0,"Moscow, Russia",Russia,Divorced,2.0,"Bachelor of Arts/Science, Moscow State University",True,POINT (37.6174943 55.7504461)
Sergey Dmitriev,3.8,Russia,computer software,775,55.0,"Prague, Czechia",Russia,,,"Master of Science, Saint Petersburg State University",True,POINT (14.4212535 50.0874654)
Feng Hailiang,3.8,China,"copper, education",775,60.0,"Zhuji, China",China,Married,2.0,"Master of Business Administration, Zhejiang University",True,POINT (120.1805427 29.7296617)
John Gandel,3.8,Australia,shopping malls,775,86.0,"Melbourne, Australia",Australia,Married,4.0,"Doctorate, Monash University",False,POINT (144.960964 -37.8077694)
Gao Dekang & family,3.8,China,apparel,775,69.0,"Changshu, China",China,Married,3.0,"EMBA, Phoenix International University",True,POINT (120.7480757 31.6572954)
Jaime Gilinski Bacal,3.8,Colombia,banking,775,63.0,"London, United Kingdom",Colombia,Married,4.0,"Master of Business Administration, Harvard Business School",False,POINT (-0.1276474 51.5073219)
Sergei Gordeev,3.8,Russia,real estate,775,48.0,"Moscow, Russia",Russia,Single,,"Bachelor of Arts/Science, Togliatti Academy of Management",True,POINT (37.6174943 55.7504461)
Jeff Green,3.8,United States,online advertising,775,44.0,"Newbury Park, California",United States,,,,True,POINT (-118.9118302 34.183671)
"Amos Hostetter, Jr.",3.8,United States,cable television,775,84.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",True,POINT (-71.0582912 42.3602534)
Kuok Khoon Hong,3.8,Singapore,palm oil,775,71.0,"Singapore, Singapore",Singapore,Married,4.0,,False,POINT (103.8194992 1.357107)
Lai Jianping,3.8,China,soy sauce,775,,"Foshan, China",China,,,,True,POINT (113.1146335 23.0247687)
Aerin Lauder,3.8,United States,cosmetics,775,51.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, University of Pennsylvania",False,POINT (-74.00601519999999 40.7127281)
Hans Georg Naeder,3.8,Germany,prosthetics,775,59.0,"Duderstadt, Germany",Germany,Divorced,2.0,,False,POINT (10.2610699 51.5123672)
Maren Otto,3.8,Germany,"retail, real estate",775,,"Berlin, Germany",Germany,Widowed,,,False,POINT (13.3888599 52.5170365)
Clive Palmer,3.8,Australia,mining,775,67.0,"Brisbane, Australia",Australia,Married,3.0,,True,POINT (153.1113098 -27.5909632)
Karsanbhai Patel,3.8,India,consumer goods,775,77.0,"Ahmedabad, India",India,Married,3.0,,True,POINT (72.5797068 23.0216238)
Qiu Jianping & family,3.8,China,hand tools,775,59.0,"Hangzhou, China",China,Married,,"Master of Science, Xi'an Jiaotong University",True,POINT (120.2052342 30.2489634)
Wolfgang Reimann,3.8,Germany,consumer goods,775,68.0,"Passau, Germany",Germany,,,,False,POINT (13.4609744 48.5748229)
Matthias Reimann-Andersen,3.8,Germany,consumer goods,775,56.0,"Munich, Germany",Germany,,,,False,POINT (11.5753822 48.1371079)
Stefan Reimann-Andersen,3.8,Germany,consumer goods,775,57.0,"Vienna, Austria",Germany,,,,False,POINT (16.3725042 48.2083537)
Renate Reimann-Haas,3.8,Germany,consumer goods,775,69.0,"Vienna, Austria",Germany,,,,False,POINT (16.3725042 48.2083537)
Dirk Rossmann & family,3.8,Germany,drugstores,775,74.0,"Lower-Saxony, Germany",Germany,Married,2.0,,True,POINT (9.075962000000001 52.8398531)
Shaul Shani,3.8,Israel,telecom,775,66.0,Italy,Israel,,,,True,POINT (12.674297 42.6384261)
Song Fei,3.8,China,machinery,775,54.0,"Yantai, China",China,Married,,,True,POINT (121.4425255 37.461928)
Donald Sterling,3.8,United States,real estate,775,87.0,"Beverly Hills, California",United States,Married,3.0,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",True,POINT (-118.3963062 34.0696501)
Ivar Tollefsen,3.8,Norway,real estate,775,59.0,"Oslo, Norway",Norway,,,,True,POINT (10.7389701 59.9133301)
Don Vultaggio & family,3.8,United States,beverages,775,69.0,"Port Washington, New York",United States,Married,2.0,"High School Graduate, High School",True,POINT (-73.681282 40.8254914)
Nusli Wadia,3.8,India,consumer goods,775,77.0,"Mumbai, India",India,Married,2.0,,False,POINT (72.8773928 19.0759899)
Zhang Jin,3.8,China,commodities,775,49.0,"Guangzhou, China",China,,,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University",True,POINT (113.2592945 23.1301964)
Zhu Gongshan,3.8,China,solar panel materials,775,63.0,"Shanghai, China",China,Married,2.0,,True,POINT (121.4692071 31.2322758)
Peter Gilgan,3.7,Canada,homebuilding,807,70.0,"Oakville, Canada",Canada,Married,8.0,,True,POINT (-79.66667200000001 43.447436)
Marian Ilitch,3.7,United States,Little Caesars,807,88.0,"Bingham Farms, Michigan",United States,Widowed,7.0,"Diploma, High School; High School Graduate, High School",True,POINT (-83.27326429999999 42.515868)
Kong Jian Min,3.7,China,real estate,807,53.0,"Guangzhou, China",China,,,"Bachelor of Arts/Science, Jinan University",True,POINT (113.2592945 23.1301964)
Li Liangbin,3.7,China,lithium,807,53.0,"Xinyu, China",China,,,,True,POINT (114.9124505 27.8214162)
Li Yongxin & family,3.7,China,education,807,45.0,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Peking University",True,POINT (116.3912757 39.906217)
Mary Alice Dorrance Malone,3.7,United States,Campbell Soup,807,71.0,"Coatesville, Pennsylvania",United States,Divorced,2.0,"Bachelor of Arts/Science, University of Arizona",False,POINT (-75.8238355 39.9831616)
Michael Milken,3.7,United States,investments,807,74.0,"Los Angeles, California",United States,Married,3.0,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",True,POINT (-118.242766 34.0536909)
Ronald Perelman,3.7,United States,leveraged buyouts,807,78.0,"New York, New York",United States,Married,8.0,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",True,POINT (-74.00601519999999 40.7127281)
Candido Pinheiro Koren de Lima,3.7,Brazil,"hospitals, health insurance",807,74.0,"Fortaleza, Brazil",Brazil,Married,2.0,,True,POINT (-38.5217989 -3.7304512)
J. Joe Ricketts & family,3.7,United States,TD Ameritrade,807,79.0,"Little Jackson Hole, Wyoming",United States,Married,4.0,"Bachelor of Arts/Science, Creighton University",True,POINT (-110.4436629 43.684017)
Paolo & Gianfelice Mario Rocca,3.7,Italy,pipe manufacturing,807,,"Buenos Aires, Argentina",Italy,,,"Certificate, Harvard Business School",False,POINT (-58.4370894 -34.6075682)
Jeff Rothschild,3.7,United States,Facebook,807,66.0,"Palo Alto, California",United States,Married,3.0,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",True,POINT (-122.1598465 37.4443293)
David Rubenstein,3.7,United States,private equity,807,71.0,"Bethesda, Maryland",United States,Divorced,3.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",True,POINT (-77.0941675 38.9843774)
Maria-Elisabeth Schaeffler-Thumann,3.7,Germany,auto parts,807,79.0,"Herzogenaurach, Germany",Germany,Married,,,False,POINT (10.8815262 49.5710376)
Steven Spielberg,3.7,United States,movies,807,74.0,"Pacific Palisades, California",United States,Married,7.0,"Bachelor of Arts/Science, California State Long Beach",True,POINT (-118.5264706 34.0480643)
Barry Sternlicht,3.7,United States,private equity,807,60.0,"Miami, Florida",United States,Married,3.0,"Bachelor of Arts/Science, Brown University",True,POINT (-80.19362 25.7741728)
Mark Stevens,3.7,United States,venture capital,807,61.0,"Steamboat Springs, Colorado",United States,Married,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",True,POINT (-106.8317359 40.4848003)
David Steward,3.7,United States,IT provider,807,69.0,"St. Louis, Missouri",United States,Married,,"Bachelor of Arts/Science, Central Missouri State University",True,POINT (-90.1998378 38.6264178)
Vincent Viola,3.7,United States,electronic trading,807,65.0,"New York, New York",United States,Married,3.0,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",True,POINT (-74.00601519999999 40.7127281)
Todd Wanek,3.7,United States,furniture,807,57.0,"St. Petersburg, Florida",United States,Married,2.0,,False,POINT (-82.66950850000001 27.7703796)
Wang Roger,3.7,United States,retail,807,72.0,"Nanjing, China",United States,Married,2.0,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",True,POINT (118.7916458 32.0609736)
Russ Weiner,3.7,United States,energy drinks,807,51.0,"Delray Beach, Florida",United States,Single,,"Bachelor of Arts/Science, San Diego State University",True,POINT (-80.0728201 26.4614625)
Herbert Wertheim,3.7,United States,investments,807,81.0,"Coral Gables, Florida",United States,Married,,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",True,POINT (-80.2683838 25.72149)
Xu Shugen,3.7,China,"construction, mining machinery",807,55.0,"Hangzhou, China",China,,,,True,POINT (120.2052342 30.2489634)
Anil Agarwal & family,3.6,India,"mining, metals",831,67.0,"London, United Kingdom",India,Married,2.0,,True,POINT (-0.1276474 51.5073219)
Majid Al Futtaim & family,3.6,United Arab Emirates,"real estate, retail",831,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,False,POINT (55.1885387 25.0742823)
Leonid Boguslavsky,3.6,Russia,venture capital,831,69.0,"Moscow, Russia",Russia,Married,4.0,"Master of Science, Moscow Institute for Transport Engineering",True,POINT (37.6174943 55.7504461)
"Austen Cargill, II.",3.6,United States,Cargill,831,70.0,"Livingston, Montana",United States,Divorced,2.0,"Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",False,POINT (-110.52926 45.671445)
"James Cargill, II.",3.6,United States,Cargill,831,72.0,"Birchwood, Wisconsin",United States,Married,2.0,,False,POINT (-91.5561191 45.6580886)
Chu Lam Yiu,3.6,Hong Kong,flavorings,831,51.0,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,POINT (114.1628131 22.2793278)
Steve Conine,3.6,United States,online retail,831,48.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Science in Engineering, Cornell University",True,POINT (-71.0582912 42.3602534)
Hu Kaijun,3.6,China,pharmaceuticals,831,59.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
S. Curtis Johnson,3.6,United States,cleaning products,831,66.0,"Racine, Wisconsin",United States,Married,4.0,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Kellogg School of Management",False,POINT (-87.7825242 42.7260523)
Helen Johnson-Leipold,3.6,United States,cleaning products,831,64.0,"Racine, Wisconsin",United States,Married,5.0,"Bachelor of Arts/Science, Cornell University",False,POINT (-87.7825242 42.7260523)
Daryl Katz,3.6,Canada,pharmacies,831,59.0,"Edmonton, Canada",Canada,Married,2.0,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",True,POINT (-113.507996 53.535411)
Peter Kellogg,3.6,United States,investments,831,78.0,"Short Hills, New Jersey",United States,Married,3.0,"Bachelor of Arts/Science, Babson College",False,POINT (-74.3254271 40.7478786)
Samuel Tak Lee,3.6,Hong Kong,real estate,831,82.0,"Hong Kong, Hong Kong",Hong Kong,Married,7.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",False,POINT (114.1628131 22.2793278)
Li Hongxin & family,3.6,China,paper & related products,831,68.0,"Yanzhou, China",China,Married,3.0,,True,POINT (109.4828549 36.5853932)
Marianne Liebmann,3.6,United States,Cargill,831,67.0,"Bozeman, Montana",United States,Married,2.0,"Bachelor of Arts/Science, Montana State University",False,POINT (-111.044047 45.6794293)
Winifred J. Marquart,3.6,United States,cleaning products,831,62.0,"Virginia Beach, Virginia",United States,Married,4.0,"Drop Out, Cornell University",False,POINT (-75.9774183 36.8529841)
Daniel Och,3.6,United States,hedge funds,831,60.0,"Miami Beach, Florida",United States,Married,3.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,POINT (-80.13530059999999 25.7929198)
Anthony Pritzker,3.6,United States,"hotels, investments",831,60.0,"Los Angeles, California",United States,Married,6.0,"Bachelor of Arts/Science, Dartmouth College",False,POINT (-118.242766 34.0536909)
Rodger Riney & family,3.6,United States,discount brokerage,831,75.0,"St. Louis, Missouri",United States,Married,3.0,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",True,POINT (-90.1998378 38.6264178)
Niraj Shah,3.6,United States,online retail,831,47.0,"Boston, Massachusetts",United States,Married,2.0,"Bachelor of Science in Engineering, Cornell University",True,POINT (-71.0582912 42.3602534)
Lynsi Snyder,3.6,United States,In-N-Out Burger,831,39.0,"Glendora, California",United States,Married,,,False,POINT (-117.865339 34.1361187)
Jerzy Starak,3.6,Poland,pharmaceuticals,831,73.0,"Konstancin, Poland",Poland,Married,3.0,,True,POINT (19.3486177 52.0941864)
Michael Tojner,3.6,Austria,"batteries, investments",831,55.0,"Vienna, Austria",Austria,,,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna",True,POINT (16.3725042 48.2083537)
Richard Tsai,3.6,Taiwan,finance,831,63.0,"Taipei, Taiwan",Taiwan,Married,2.0,"Master of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University",False,POINT (121.5636796 25.0375198)
Ty Warner,3.6,United States,"real estate, plush toys",831,76.0,"Oak Brook, Illinois",United States,Single,,"Drop Out, Kalamazoo College",True,POINT (-87.92895040000001 41.8328085)
Yang Shaopeng,3.6,China,shipping,831,63.0,"Qingdao, China",China,,,,True,POINT (120.3781372 36.0638034)
Yuan Liping,3.6,Canada,pharmaceuticals,831,50.0,"Shenzhen, China",Canada,Divorced,,,False,POINT (114.0543297 22.555454)
Zhang Hongwei,3.6,China,"oil, banking",831,66.0,"Beijing, China",China,Married,3.0,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology",True,POINT (116.3912757 39.906217)
Andrej Babis,3.5,Czechia,agriculture,859,66.0,"Prague, Czechia",Czechia,Married,4.0,"Master, University of Economics in Bratislava (UEB)",True,POINT (14.4212535 50.0874654)
Shyam & Hari Bhartia,3.5,India,diversified,859,68.0,"Delhi, India",India,Married,2.0,,False,POINT (77.2219388 28.6517178)
Hubert Burda,3.5,Germany,publishing,859,81.0,"Munich, Germany",Germany,Married,2.0,"Bachelor of Arts/Science, Ludwig Maxmilian University",False,POINT (11.5753822 48.1371079)
Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,motorcycle loans,859,67.0,"Bangkok, Thailand",Thailand,Married,2.0,"Bachelor of Arts/Economics, Oklahoma State University",True,POINT (100.4930399 13.7544238)
Charles Cohen,3.5,United States,real estate,859,69.0,"New York, New York",United States,Married,4.0,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",False,POINT (-74.00601519999999 40.7127281)
